set,bin,k,Q2,xB,t,phi,dsig,dsig_err,delsig,delsig_err,exp d4sig (nb/Gev^4),d4sig_stat,d4sig_sys+,d4sig_sys-,exp del4sig (nb/GeV^4),del4sig_stat,del4sig_sys+,del4sig_sys-,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS,experiment,link
117,6,5.75,2.97,0.365,-0.34,97.19,0.02078929,0.005515433,-0.004322239,0.006334824,0.028,0.0051,0.0021,0.0021,0.0058,0.0062,0.0013,0.0013,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,7,5.75,2.97,0.365,-0.34,112.24,0.020561406,0.004188078,0.000448761,0.004438468,0.0232,0.0035,0.0023,0.0023,-0.0028,0.0043,0.0011,0.0011,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,8,5.75,2.97,0.365,-0.34,127.3,0.015466207,0.005249762,0.008354901,0.005047772,0.0165,0.0034,0.004,0.004,0.0107,0.0042,0.0028,0.0028,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,9,5.75,2.97,0.365,-0.34,142.35,0.010423253,0.005032892,-0.008659543,0.003929377,0.0102,0.0033,0.0038,0.0038,-0.0018,0.0038,0.001,0.001,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,10,5.75,2.97,0.365,-0.34,157.41,0.012050231,0.004548626,0.004814423,0.006296825,0.0098,0.0038,0.0025,0.0025,0.0024,0.0046,0.0043,0.0043,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,11,5.75,2.97,0.365,-0.34,172.47,0.008710274,0.006082763,0.002344325,0.005909315,0.0112,0.0044,0.0042,0.0042,-0.0036,0.0054,0.0024,0.0024,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,12,5.75,2.97,0.365,-0.34,187.53,0.001580503,0.006403124,0.004107599,0.005503635,0.0088,0.004,0.005,0.005,-0.0021,0.005,0.0023,0.0023,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,13,5.75,2.97,0.365,-0.34,202.59,0.014336818,0.008005623,-0.00674491,0.005481788,0.0131,0.0035,0.0072,0.0072,-0.0049,0.0043,0.0034,0.0034,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,14,5.75,2.97,0.365,-0.34,217.65,0.013622264,0.003911521,-0.006105967,0.004716991,0.0137,0.0033,0.0021,0.0021,-0.0056,0.004,0.0025,0.0025,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,15,5.75,2.97,0.365,-0.34,232.7,0.02332235,0.005672742,-0.009879263,0.004810405,0.0164,0.0037,0.0043,0.0043,-0.0047,0.0045,0.0017,0.0017,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,16,5.75,2.97,0.365,-0.34,247.76,0.011186935,0.003689173,0.015508461,0.005122499,0.014,0.0031,0.002,0.002,0.0102,0.004,0.0032,0.0032,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,17,5.75,2.97,0.365,-0.34,262.81,0.020104119,0.007045566,-0.000946249,0.005500909,0.0243,0.004,0.0058,0.0058,-0.0059,0.0049,0.0025,0.0025,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,18,5.75,2.97,0.365,-0.34,277.86,0.04259376,0.006351378,-0.004984008,0.006928925,0.0318,0.0053,0.0035,0.0035,-0.0022,0.0065,0.0024,0.0024,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,19,5.75,2.97,0.365,-0.34,292.9,0.041064946,0.007140028,-0.013337323,0.0074,0.0362,0.0057,0.0043,0.0043,-0.0048,0.007,0.0024,0.0024,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,20,5.75,2.97,0.365,-0.34,307.93,0.073349791,0.009340771,-0.010145848,0.00979898,0.0663,0.0074,0.0057,0.0057,-0.0121,0.0089,0.0041,0.0041,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,21,5.75,2.97,0.365,-0.34,322.78,0.098621544,0.016323296,-0.034854405,0.010307764,0.0909,0.0073,0.0146,0.0146,-0.0282,0.0089,0.0052,0.0052,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,22,5.75,2.97,0.365,-0.34,337.51,0.098279301,0.014220056,-0.002793586,0.010941663,0.1219,0.0085,0.0114,0.0114,-0.0083,0.0104,0.0034,0.0034,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
117,23,5.75,2.97,0.365,-0.34,352.52,0.108955926,0.013009612,0.002482162,0.012660569,0.1358,0.0101,0.0082,0.0082,0.0065,0.0123,0.003,0.003,-2.43874,0.89131,1.81615,68.3893,2.42159,1.28751,0,0,0.004734523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,0,5.75,2.97,0.365,-0.45,7.76,0.154055224,0.01482734,0.006043715,0.014818907,0.1401,0.0113,0.0096,0.0096,0.0032,0.0138,0.0054,0.0054,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,1,5.75,2.97,0.365,-0.45,22.66,0.128696205,0.012162237,0.008639781,0.010866922,0.105,0.0086,0.0086,0.0086,-0.0025,0.0105,0.0028,0.0028,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,2,5.75,2.97,0.365,-0.45,37.33,0.0518142,0.008848164,0.014584482,0.006754258,0.0576,0.005,0.0073,0.0073,0.0144,0.0061,0.0029,0.0029,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,3,5.75,2.97,0.365,-0.45,51.94,0.045860778,0.007161006,0.00468912,0.005442426,0.0462,0.0042,0.0058,0.0058,0.0133,0.0051,0.0019,0.0019,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,4,5.75,2.97,0.365,-0.45,67.01,0.0249272,0.004118252,-2.54E-05,0.00468188,0.0288,0.0036,0.002,0.002,0.0026,0.0044,0.0016,0.0016,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,5,5.75,2.97,0.365,-0.45,82.08,0.007484595,0.004280187,0.006615193,0.004531004,0.0162,0.0034,0.0026,0.0026,0.0064,0.0042,0.0017,0.0017,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,6,5.75,2.97,0.365,-0.45,97.15,0.017352417,0.004205948,-0.003491088,0.004657252,0.0184,0.0037,0.002,0.002,0.0043,0.0045,0.0012,0.0012,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,7,5.75,2.97,0.365,-0.45,112.22,0.014205883,0.002983287,0.002043424,0.00341321,0.013,0.0023,0.0019,0.0019,-0.0004,0.0029,0.0018,0.0018,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,8,5.75,2.97,0.365,-0.45,127.28,0.013399793,0.003522783,-0.002271138,0.003613862,0.0126,0.0029,0.002,0.002,-0.0011,0.0035,0.0009,0.0009,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,9,5.75,2.97,0.365,-0.45,157.42,0.013396963,0.0043909,0.013735855,0.00490408,0.0108,0.0038,0.0022,0.0022,0.0104,0.0046,0.0017,0.0017,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,10,5.75,2.97,0.365,-0.45,172.49,0.006518032,0.003962323,-0.006299708,0.003758989,0.0053,0.0027,0.0029,0.0029,-0.0032,0.0033,0.0018,0.0018,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,11,5.75,2.97,0.365,-0.45,187.51,0.005242198,0.002683282,0.001311164,0.003940812,0.0045,0.0024,0.0012,0.0012,-0.0034,0.0032,0.0023,0.0023,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,12,5.75,2.97,0.365,-0.45,202.58,0.005560542,0.002915476,0.005516683,0.003201562,0.0073,0.0025,0.0015,0.0015,-0.0012,0.0031,0.0008,0.0008,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,13,5.75,2.97,0.365,-0.45,217.67,0.006409766,0.003405877,9.45E-05,0.002915476,0.0082,0.0022,0.0026,0.0026,0,0.0027,0.0011,0.0011,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,14,5.75,2.97,0.365,-0.45,232.72,0.008552115,0.003640055,0.002460324,0.004301163,0.011,0.0029,0.0022,0.0022,0.0015,0.0035,0.0025,0.0025,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,15,5.75,2.97,0.365,-0.45,247.78,0.005414276,0.003894868,0.002570223,0.003534119,0.0122,0.0026,0.0029,0.0029,0.0045,0.0032,0.0015,0.0015,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,16,5.75,2.97,0.365,-0.45,262.85,0.010015466,0.003190611,0.00215224,0.004080441,0.0135,0.0027,0.0017,0.0017,0.0016,0.0033,0.0024,0.0024,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,17,5.75,2.97,0.365,-0.45,277.92,0.021460622,0.003580503,-0.004894476,0.004188078,0.0179,0.0029,0.0021,0.0021,-0.0076,0.0035,0.0023,0.0023,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,18,5.75,2.97,0.365,-0.45,292.99,0.011560886,0.004949747,0.006715223,0.004414748,0.0233,0.0035,0.0035,0.0035,-0.0023,0.0043,0.001,0.001,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,19,5.75,2.97,0.365,-0.45,308.06,0.050178109,0.00906973,-0.040357191,0.007800641,0.0475,0.0051,0.0075,0.0075,-0.0343,0.0063,0.0046,0.0046,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,20,5.75,2.97,0.365,-0.45,322.67,0.066200153,0.007638063,-0.009831189,0.007201389,0.065,0.0053,0.0055,0.0055,-0.0111,0.0065,0.0031,0.0031,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,21,5.75,2.97,0.365,-0.45,337.34,0.111214968,0.010324728,-0.022302785,0.009585927,0.1181,0.0074,0.0072,0.0072,-0.0242,0.009,0.0033,0.0033,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
118,22,5.75,2.97,0.365,-0.45,352.24,0.169148387,0.01555892,-0.011738237,0.014190842,0.1786,0.0112,0.0108,0.0108,-0.006,0.0137,0.0037,0.0037,-2.34066,0.66466,1.61191,51.67162,2.03023,1.16668,0,0,0.003905924,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,0,5.75,2.44,0.393,-0.21,22.44,0.020317445,0.022560142,-0.017799044,0.027640007,0.0358,0.018,0.0136,0.0136,0.0218,0.0221,0.0166,0.0166,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,1,5.75,2.44,0.393,-0.21,37.41,0.049301407,0.028809026,0.013959995,0.027097232,0.0451,0.0186,0.022,0.022,-0.0019,0.0225,0.0151,0.0151,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,2,5.75,2.44,0.393,-0.21,52.39,0.079548598,0.033694213,0.025832429,0.032481533,0.0622,0.0227,0.0249,0.0249,-0.0008,0.0273,0.0176,0.0176,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,3,5.75,2.44,0.393,-0.21,307.61,0.036058014,0.016211416,-0.003706958,0.017095029,0.0308,0.0141,0.008,0.008,0.0054,0.017,0.0018,0.0018,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,4,5.75,2.44,0.393,-0.21,322.59,0.059273876,0.01830956,-0.074192685,0.02165179,0.0439,0.017,0.0068,0.0068,-0.0448,0.0212,0.0044,0.0044,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,5,5.75,2.44,0.393,-0.21,337.56,0.033226977,0.01729046,-0.025031572,0.018701069,0.0488,0.015,0.0086,0.0086,-0.007,0.0182,0.0043,0.0043,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
119,6,5.75,2.44,0.393,-0.21,352.52,0.100706583,0.031115591,0.011079076,0.028616254,0.0671,0.0217,0.0223,0.0223,-0.0159,0.0265,0.0108,0.0108,-2.40533,1.23943,2.11182,99.35105,2.83737,1.37117,0,0,0.011396523,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,0,5.75,2.48,0.4,-0.26,7.46,0.052264035,0.008955445,-0.009855686,0.011236103,0.0479,0.0078,0.0044,0.0044,-0.0219,0.0095,0.006,0.006,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,1,5.75,2.48,0.4,-0.26,22.38,0.037179293,0.009349332,0.02091943,0.010096039,0.0454,0.0079,0.005,0.005,0.0174,0.0097,0.0028,0.0028,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,2,5.75,2.48,0.4,-0.26,37.32,0.042850779,0.009180959,0.026306355,0.00980816,0.044,0.0077,0.005,0.005,0.018,0.0094,0.0028,0.0028,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,3,5.75,2.48,0.4,-0.26,52.29,0.037949487,0.008249242,-0.000498852,0.008829496,0.0389,0.0071,0.0042,0.0042,0.0029,0.0086,0.002,0.002,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,4,5.75,2.48,0.4,-0.26,67.27,0.041156105,0.013784411,0.013046152,0.009868131,0.0337,0.0076,0.0115,0.0115,0.0044,0.0093,0.0033,0.0033,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,5,5.75,2.48,0.4,-0.26,262.71,0.012030555,0.009230926,-0.013361002,0.020646549,0.0182,0.0085,0.0036,0.0036,-0.0121,0.0128,0.0162,0.0162,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,6,5.75,2.48,0.4,-0.26,277.73,0.0113104,0.010288343,-0.028890112,0.012886039,0.0222,0.0093,0.0044,0.0044,0.0033,0.0117,0.0054,0.0054,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,7,5.75,2.48,0.4,-0.26,292.73,0.030339907,0.009677293,-0.017825556,0.012932131,0.0284,0.0089,0.0038,0.0038,-0.0257,0.011,0.0068,0.0068,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,8,5.75,2.48,0.4,-0.26,307.71,0.03360653,0.010327633,-0.026278001,0.009888377,0.0309,0.0071,0.0075,0.0075,-0.007,0.0087,0.0047,0.0047,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,9,5.75,2.48,0.4,-0.26,322.68,0.036539129,0.011289376,-0.045501725,0.010413933,0.0405,0.0064,0.0093,0.0093,-0.0224,0.0078,0.0069,0.0069,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,10,5.75,2.48,0.4,-0.26,337.62,0.062663669,0.007566373,-0.010831626,0.009881295,0.0523,0.0066,0.0037,0.0037,-0.0001,0.008,0.0058,0.0058,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
120,11,5.75,2.48,0.4,-0.26,352.54,0.050278391,0.006753518,0.008757127,0.00735527,0.0418,0.006,0.0031,0.0031,0.0018,0.0073,0.0009,0.0009,-2.36805,1.09381,1.9901,79.31746,2.58278,1.29888,0,0,0.009801653,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,0,5.75,2.48,0.399,-0.34,7.42,0.035366552,0.008920202,-0.001282755,0.007223573,0.0434,0.0054,0.0071,0.0071,0.0069,0.0067,0.0027,0.0027,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,1,5.75,2.48,0.399,-0.34,22.29,0.055900499,0.011988745,-0.007040651,0.007746612,0.0517,0.0063,0.0102,0.0102,-0.0005,0.0076,0.0015,0.0015,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,2,5.75,2.48,0.399,-0.34,37.21,0.038535487,0.006200806,0.005303113,0.006621178,0.0379,0.0049,0.0038,0.0038,0.0085,0.006,0.0028,0.0028,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,3,5.75,2.48,0.399,-0.34,52.17,0.026772426,0.005685948,-0.004501383,0.006008328,0.0369,0.0047,0.0032,0.0032,0.0089,0.0057,0.0019,0.0019,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,4,5.75,2.48,0.399,-0.34,67.16,0.022547822,0.007710383,0.001046178,0.006328507,0.0208,0.0043,0.0064,0.0064,0.0046,0.0054,0.0033,0.0033,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,5,5.75,2.48,0.399,-0.34,82.18,0.018112173,0.012995769,-0.001871011,0.013406342,0.0253,0.0083,0.01,0.01,-0.0112,0.0102,0.0087,0.0087,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,6,5.75,2.48,0.399,-0.34,292.84,0.039375881,0.009183137,0.006640444,0.009024411,0.0286,0.0072,0.0057,0.0057,0.0091,0.0088,0.002,0.002,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,7,5.75,2.48,0.399,-0.34,307.83,0.028612648,0.00700928,-0.007763541,0.006870953,0.031,0.0052,0.0047,0.0047,-0.0112,0.0064,0.0025,0.0025,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,8,5.75,2.48,0.399,-0.34,322.79,0.040321156,0.007427651,-0.020411689,0.007117584,0.0504,0.0054,0.0051,0.0051,-0.022,0.0065,0.0029,0.0029,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,9,5.75,2.48,0.399,-0.34,337.71,0.05769773,0.007424958,-0.006137502,0.006413267,0.0536,0.0052,0.0053,0.0053,-0.0105,0.0063,0.0012,0.0012,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
121,10,5.75,2.48,0.399,-0.34,352.58,0.041569461,0.006521503,0.000167563,0.006609841,0.0542,0.0053,0.0038,0.0038,0.0052,0.0065,0.0012,0.0012,-2.32412,0.89925,1.81615,61.26067,2.28592,1.21877,0,0,0.008486066,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
122,0,5.75,2.48,0.399,-0.45,7.37,0.037469307,0.005728001,0.002904305,0.005048762,0.0425,0.0041,0.004,0.004,0.0024,0.005,0.0007,0.0007,-2.23118,0.68487,1.61191,46.28557,1.9392,1.11388,0,0,0.007102015,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
122,1,5.75,2.48,0.399,-0.45,22.16,0.0392177,0.008149233,0.013959273,0.00585235,0.0353,0.004,0.0071,0.0071,0.0052,0.0049,0.0032,0.0032,-2.23118,0.68487,1.61191,46.28557,1.9392,1.11388,0,0,0.007102015,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
122,2,5.75,2.48,0.399,-0.45,37.06,0.019966468,0.007340981,0.00836596,0.00489183,0.0236,0.003,0.0067,0.0067,0.0108,0.0037,0.0032,0.0032,-2.23118,0.68487,1.61191,46.28557,1.9392,1.11388,0,0,0.007102015,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
122,3,5.75,2.48,0.399,-0.45,52.04,0.027248284,0.004825971,0.005731644,0.003478505,0.0217,0.0027,0.004,0.004,0.0047,0.0033,0.0011,0.0011,-2.23118,0.68487,1.61191,46.28557,1.9392,1.11388,0,0,0.007102015,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
122,4,5.75,2.48,0.399,-0.45,67.06,0.02512764,0.003966106,0.005053775,0.00538145,0.0201,0.0033,0.0022,0.0022,0.0035,0.004,0.0036,0.0036,-2.23118,0.68487,1.61191,46.28557,1.9392,1.11388,0,0,0.007102015,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
122,5,5.75,2.48,0.399,-0.45,292.94,0.011460938,0.004614109,-0.002353548,0.006341136,0.0168,0.004,0.0023,0.0023,0.0061,0.005,0.0039,0.0039,-2.23118,0.68487,1.61191,46.28557,1.9392,1.11388,0,0,0.007102015,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003
