set,k,QQ,x_b,t,phi_x,F_function,F,sigmaF,ReH,ReE,ReHt,dvcs
36.0,4.487,2.71,0.483,-0.34812,352.5,0.03291243845457312,0.03844162428826033,0.003533150243380573,-2.059151601446837,1.79978323023728,0.8970690314048613,0.005806204912851079
37.0,4.487,2.71,0.483,-0.39062,7.5,0.036762370599083966,0.03706847193655614,0.005169156728871947,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,22.5,0.03479886652987871,0.03567229263560602,0.00426425300368351,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,37.5,0.031520276594485856,0.028686175788102883,0.003585431565954285,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,52.5,0.02777990964929751,0.028356091182843473,0.0032321925595579907,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,67.5,0.02422529141517287,0.021873979142231072,0.002650246800825642,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,82.5,0.02118458701865133,0.023663107748774326,0.002270987658698395,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,97.5,0.018748073460601707,0.017587613175074037,0.002480370200636575,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,112.5,0.016882948892621406,0.014744600301565668,0.002048745811288948,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,127.5,0.015512980382766724,0.016485798407655346,0.0017782529227096642,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,142.5,0.014559753852036509,0.015063617662820388,0.0018502534246804512,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,157.5,0.013959904873834725,0.013264399174383537,0.001839357082684835,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,172.5,0.013670631892107911,0.014384890901882623,0.002057703469768012,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,187.5,0.013670631892107911,0.014109984861444701,0.0016481313516111295,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,202.5,0.013959904873834725,0.012752183316278858,0.0015735604461591898,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,217.5,0.014559753852036509,0.01485914014837148,0.001609289541647129,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,232.5,0.015512980382766724,0.013080790989742028,0.0022394539388933964,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,247.5,0.016882948892621406,0.017783234537397816,0.0022513412312083767,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,262.5,0.018748073460601707,0.016089830459063047,0.0018453728753310117,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,277.5,0.02118458701865133,0.020211820128006718,0.0022051036142332375,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,292.5,0.02422529141517287,0.024569164491415763,0.0028883815478749583,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,307.5,0.02777990964929751,0.022459340085209254,0.0027916030199183262,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,322.5,0.031520276594485856,0.03370266930444715,0.0033890601125353493,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,337.5,0.03479886652987871,0.035689848485769136,0.00450436509894304,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
37.0,4.487,2.71,0.483,-0.39062,352.5,0.036762370599083966,0.031399238803468586,0.004527653458769327,-2.027403307144733,1.7176117081765772,0.8211384877005252,0.005474280231136217
38.0,4.487,2.71,0.484,-0.43499,7.5,0.03791384353489179,0.02964198196110799,0.008011195159713175,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,22.5,0.03495390459041298,0.03375062328382697,0.005406320425665947,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,37.5,0.030342012077599966,0.031795090040129335,0.0045734514484819236,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,52.5,0.02553803893452473,0.028368503472147217,0.0033064100446690255,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,67.5,0.021378908096512002,0.023732639418752692,0.0024002099606163434,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,82.5,0.018108034996279363,0.014506205750074072,0.002192883056829651,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,97.5,0.015666123194068644,0.01670082719965194,0.0026503948126606358,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,112.5,0.013900521101768828,0.015444274331337438,0.0015860494820707706,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,127.5,0.01265999454106288,0.012719290816270322,0.0017042884138658279,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,142.5,0.01182493318919882,0.010848321990450096,0.0017348358711081408,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,157.5,0.011311328315646879,0.012187541702618713,0.001491172489196836,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,172.5,0.011066949909742513,0.011997302293739569,0.0018694291281460005,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,187.5,0.011066949909742513,0.010127033999672047,0.0016421139879763257,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,202.5,0.011311328315646879,0.015363620856947313,0.001541394726886854,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,217.5,0.01182493318919882,0.01484375121381707,0.001718281036816927,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,232.5,0.01265999454106288,0.011620139273589507,0.0014762819387128274,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,247.5,0.013900521101768828,0.014763734426627028,0.0019484359461282587,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,262.5,0.015666123194068644,0.012440761548691674,0.00195669876042,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,277.5,0.018108034996279363,0.02044952373262822,0.002462511567067131,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,292.5,0.021378908096512002,0.02251337999365789,0.0025909097995312313,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,307.5,0.02553803893452473,0.02528779077725981,0.0038513917354967776,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,322.5,0.030342012077599966,0.0255473713981819,0.0047919140164625566,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,337.5,0.03495390459041298,0.03346314874255936,0.007275655218826946,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
38.0,4.487,2.71,0.484,-0.43499,352.5,0.03791384353489179,0.03899424012380066,0.007349598407434146,-1.9893347647774253,1.6376869930126303,0.7491719818731759,0.005157712443738564
39.0,4.487,2.71,0.485,-0.47967,7.5,0.03829883174097197,0.10475457486620053,0.08734125031846872,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,22.5,0.034342447748240267,0.030743760641756504,0.008134352415681851,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,37.5,0.02859988281106481,0.026361374887917993,0.00989384328400893,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,52.5,0.023115714363366985,0.02305225407947612,0.0036009660407317285,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,67.5,0.01874260892919198,0.01646265720430735,0.002967517149677192,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,82.5,0.01553323656029778,0.016822163529071028,0.00187455094006348,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,97.5,0.013265557845495473,0.012044413811522256,0.0018451064617306615,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,112.5,0.01169439448097547,0.009112605250546708,0.0020863968450742267,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,127.5,0.01062559926180116,0.009798761843807338,0.0018179338502564261,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,142.5,0.009922974608153074,0.008269906639334936,0.0014997584259020041,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,157.5,0.009497767762684524,0.009938268956447949,0.0013961718599824029,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,172.5,0.009297353282241566,0.011282095586238362,0.001509611218123639,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,187.5,0.009297353282241566,0.010536904400826963,0.0014250053950250377,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,202.5,0.009497767762684524,0.007041617951561992,0.001610536469826593,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,217.5,0.009922974608153074,0.010516961615959722,0.0017486265833668118,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,232.5,0.01062559926180116,0.011125783769579213,0.001555800264990317,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,247.5,0.01169439448097547,0.010677962469216965,0.0016265733468722667,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,262.5,0.013265557845495473,0.013204635969472866,0.0017143079425809813,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,277.5,0.015533236560297769,0.014134796458680628,0.0019286066387720036,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,292.5,0.01874260892919198,0.020476983522772368,0.0027062453387666045,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,307.5,0.023115714363366985,0.0297908514005015,0.004004797620922038,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,322.5,0.02859988281106481,0.03851017263369659,0.006035147065683094,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,337.5,0.034342447748240267,0.035214541666584165,0.016731297398818103,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
39.0,4.487,2.71,0.485,-0.47967,352.5,0.03829883174097197,0.03434602784309571,0.01515676213188278,-1.949631559444666,1.5627115180454547,0.6832501820545337,0.0048692249769512995
40.0,4.487,2.72,0.485,-0.53988,7.5,0.03939538787834652,0.05086730299676691,0.027790295196415484,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,22.5,0.033774016676448394,0.05170796836788807,0.028738310599954405,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,37.5,0.026457718115383076,0.02960044031735712,0.008688185174972786,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,52.5,0.0202755541007697,0.022168518374016274,0.004207380120073775,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,67.5,0.015840411320376217,0.01508976184219054,0.002667525337730009,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,82.5,0.012842602580789514,0.012536208375143807,0.0016821240847458062,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,97.5,0.010851559743201778,0.010942721058924439,0.0013659943727626638,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,112.5,0.00953430599298614,0.008549707082400647,0.0010440064908881813,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,127.5,0.00866830988636159,0.007474056031114698,0.0014043528773733725,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,142.5,0.008112850003715765,0.007638339608705328,0.0011729559070773807,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,157.5,0.007782263867978527,0.007531929446202094,0.0010155076511708975,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,172.5,0.007627948981610752,0.008881034389597326,0.000940449847838254,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,187.5,0.007627948981610752,0.007478660695316366,0.0008534912350856901,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,202.5,0.007782263867978527,0.008906485202065792,0.001019398733008107,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,217.5,0.008112850003715765,0.007855327188310527,0.0012333966351562786,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,232.5,0.00866830988636159,0.00970877481641542,0.0010988816844291034,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,247.5,0.00953430599298614,0.00934846348253031,0.0012009412525714875,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,262.5,0.010851559743201778,0.011247397288836832,0.0016313150529840186,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,277.5,0.012842602580789514,0.014001843267758142,0.0013257418585360245,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,292.5,0.015840411320376217,0.01717063377705341,0.001846833566757177,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,307.5,0.0202755541007697,0.02528642365707839,0.004226642071462797,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,322.5,0.026457718115383076,0.05156843963275501,0.02421278038256738,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,337.5,0.0,0.0,0.0,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
40.0,4.487,2.72,0.485,-0.53988,352.5,0.0,0.0,0.0,-1.898549566223108,1.469555195728306,0.6027134945543245,0.004471231586103774
41.0,8.851,4.5,0.497,-0.40977,7.5,0.004224925392498189,0.004254406880573576,0.0003040256404710442,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,22.5,0.004152613612376997,0.004757798451083032,0.0002954169271272797,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,37.5,0.004019997799298512,0.004144148150784705,0.00028449525592059684,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,52.5,0.0038470093030177383,0.0039544941473386025,0.00026932911736949033,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,67.5,0.003655681153821644,0.003125547727009932,0.00025183986700813294,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,82.5,0.0034653405307422122,0.003465094223734507,0.0002274996098916139,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,97.5,0.0032902007193892544,0.0030850939861724923,0.000240020136164664,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,112.5,0.0031391583351781196,0.0033664802043782915,0.00022040031412983344,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,127.5,0.0030168553916986173,0.0031033539250193017,0.00021835998982020714,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,142.5,0.0029251170198078716,0.0025295018348604897,0.000211017944033653,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,157.5,0.0028642409583854414,0.0028947787290927165,0.00021312816671558124,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,172.5,0.0028339427628410576,0.0028112191197675646,0.00021333922039598342,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,187.5,0.0028339427628410576,0.0026159271064229023,0.00020359045696073452,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,202.5,0.0028642409583854414,0.002668723927038873,0.00020161392375133097,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,217.5,0.0029251170198078716,0.0023598814650565205,0.00023222503092012306,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,232.5,0.0030168553916986173,0.0029237331014188373,0.00023558622900715092,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,247.5,0.0031391583351781196,0.003349933200074917,0.00023069675001145414,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,262.5,0.0032902007193892544,0.003112323315518661,0.00022534584259567794,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,277.5,0.003465340530742212,0.0031733098015513444,0.00023685603279466441,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,292.5,0.003655681153821644,0.00405888875846501,0.00023495061744529836,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,307.5,0.0038470093030177383,0.003971861265209506,0.0002747918655993877,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,322.5,0.004019997799298512,0.0036317099298682353,0.0002768572506133522,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,337.5,0.004152613612376997,0.0038829282643114767,0.00030110599888549523,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
41.0,8.851,4.5,0.497,-0.40977,352.5,0.004224925392498189,0.004312540886394607,0.00030322288476235357,-1.9723630401266474,1.682414158620097,0.7933869623089437,0.0013506114650990667
42.0,8.851,4.53,0.501,-0.47956,7.5,0.003923595107855433,0.0037867795300959516,0.0004968448222962012,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,22.5,0.0037981162848461088,0.004300226532433858,0.00040981675134566306,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,37.5,0.0035787594557864953,0.003815406839757638,0.0003106005434834147,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,52.5,0.003312230771382452,0.0031246807382394157,0.0002780948846358593,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,67.5,0.0030412380524018,0.003062624435414166,0.00024956400002549997,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,82.5,0.0027943521952969817,0.0029805771601977126,0.00022324079084627303,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,97.5,0.0025855963450149453,0.0029487269506508667,0.000213208277482609,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,112.5,0.00241875118818326,0.0024960803552157985,0.00019388709386651635,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,127.5,0.0022920954374705624,0.0024377274877225223,0.0002020711354669518,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,142.5,0.0022018372557472605,0.002015224512925896,0.00017702770992875504,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,157.5,0.0021441198989791085,0.0021606662564166855,0.00019337817547300688,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,172.5,0.0021160284022916746,0.002267849092523003,0.00018959613808502754,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,187.5,0.0021160284022916746,0.0018029700872072981,0.00020656669882193423,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,202.5,0.0021441198989791085,0.0020936049915917286,0.00018259325512627532,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,217.5,0.0022018372557472605,0.0024484115100032655,0.00020287727723239057,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,232.5,0.0022920954374705624,0.0022984893867186787,0.0001797690382096143,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,247.5,0.00241875118818326,0.002150447382705713,0.00020455378335395628,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,262.5,0.0025855963450149453,0.0026547625075769793,0.00019606576478890298,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,277.5,0.002794352195296981,0.003003802807663231,0.00020991174258695028,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,292.5,0.0030412380524018,0.003051508575379712,0.0002223753202428763,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,307.5,0.003312230771382452,0.0033690791418774482,0.0002852162026294634,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,322.5,0.0035787594557864953,0.0036802109360634747,0.00030988477947621043,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,337.5,0.0037981162848461088,0.004737344681992167,0.00038201453360258,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
42.0,8.851,4.53,0.501,-0.47956,352.5,0.003923595107855433,0.003945036536048078,0.0004553724624927902,-1.9050731809748729,1.5628897327340867,0.6908979696656629,0.001206043208255379
43.0,8.851,4.56,0.504,-0.54751,7.5,0.0035373811335292545,0.002783180642914693,0.0006918056529278035,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,22.5,0.00338273546013591,0.003563524723511031,0.0004947588657850224,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,37.5,0.003122956813756583,0.003446487534559311,0.0004790928128844377,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,52.5,0.0028246841736966903,0.002747946798929476,0.0003494699194843618,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,67.5,0.002540107265590241,0.002717343620038501,0.00025975137152887094,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,82.5,0.002296652509559651,0.002116542352573043,0.0002071810187313606,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,97.5,0.00210227658187932,0.001898738648751979,0.00021499982536217306,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,112.5,0.001954411125013347,0.002007053185189113,0.000186196748658188,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
43.0,8.851,4.56,0.504,-0.54751,127.5,0.0018466109337304509,0.0018633070251752224,0.00017882580585589205,-1.8406998494733198,1.4583477301649659,0.6044593237810425,0.001085375394488409
